证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
002389.SZ,航天彩虹,国务院国有资产监督管理委员会,国资委,航天彩虹无人机股份有限公司,浙江省台州市台州湾集聚区海豪路788号,浙江省,"19,919,760,300.0000",91330000734507783B
300203.SZ,聚光科技,"王健,姚纳新",个人,聚光科技(杭州)股份有限公司,浙江省杭州市滨江区滨安路760号,浙江省,"11,177,179,780.0000",91330000734500338C
300772.SZ,运达股份,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江运达风电股份有限公司,浙江省杭州市钱江经济开发区顺风路558号,浙江省,"12,434,159,472.2800",91330000733811206X
002415.SZ,海康威视,国务院国有资产监督管理委员会,国资委,杭州海康威视数字技术股份有限公司,浙江省杭州市滨江区阡陌路555号,浙江省,"405,439,310,742.6200",91330000733796106P
002468.SZ,申通快递,"陈德军,陈小英",个人,申通快递股份有限公司,浙江省台州市玉环市机电工业园区,浙江省,"11,771,868,656.5400",913300007324299960
002085.SZ,万丰奥威,"陈爱莲,吴良定家族",个人,浙江万丰奥威汽轮股份有限公司,浙江省绍兴市新昌县工业区,浙江省,"9,687,876,973.5400",913300007324065674
002522.SZ,浙江众成,常德市人民政府国有资产监督管理委员会,地方国资委,浙江众成包装材料股份有限公司,浙江省嘉兴市嘉善县惠民街道泰山路1号,浙江省,"5,253,520,444.6000",91330000732023371N
300244.SZ,迪安诊断,陈海斌,个人,迪安诊断技术集团股份有限公司,浙江省杭州市西湖区金蓬街329号2幢5层,浙江省,"18,477,248,054.8800",91330000731996462B
002687.SZ,乔治白,"陈永霞,池方燃,池也",个人,浙江乔治白服饰股份有限公司,浙江省温州市平阳县昆阳镇平瑞公路588号,浙江省,"2,208,500,000.0000",913300007315154541
002444.SZ,巨星科技,仇建平,个人,杭州巨星科技股份有限公司,浙江省杭州市江干区九环路35号,浙江省,"18,718,088,114.0400",91330000731506099D
002633.SZ,申科股份,"何建东,何全波",个人,申科滑动轴承股份有限公司,浙江省诸暨市陶朱街道建工东路1号,浙江省,"1,312,500,000.0000",913300007309204660
002214.SZ,大立科技,庞惠民,个人,浙江大立科技股份有限公司,浙江省杭州市滨江区滨康路639号,浙江省,"8,311,430,158.4500",913300007308931541
002625.SZ,光启技术,刘若鹏,个人,光启技术股份有限公司,广东省深圳市南山区粤海街道麻岭社区高新中一道9号软件大厦3层,广东省,"38,416,301,579.4600",91330000730337692W
002154.SZ,报喜鸟,"上海金纱投资有限公司,吴婷婷,吴志泽",其他;个人,报喜鸟控股股份有限公司,浙江省温州市永嘉县瓯北镇双塔路2299号,浙江省,"5,633,028,193.9400",91330000729133019U
002247.SZ,聚力文化,姜飞雄,个人,浙江聚力文化发展股份有限公司,浙江省杭州市临安区玲珑街道玲珑工业区环南路1958号,浙江省,"2,339,892,634.7500",91330000729092173R
002131.SZ,利欧股份,王相荣,个人,利欧集团股份有限公司,浙江省温岭市滨海镇利欧路1号,浙江省,"14,117,540,788.4500",91330000728913048T
603600.SH,永艺股份,"尚巍巍,张加勇",个人,永艺家具股份有限公司,浙江省湖州市安吉县递铺镇永艺西路1号,浙江省,"2,795,216,793.6000",913300007284720788
002236.SZ,大华股份,"陈爱玲,傅利泉",个人,浙江大华技术股份有限公司,浙江省杭州市滨江区滨安路1187号,浙江省,"50,667,798,351.6000",91330000727215176K
002520.SZ,日发精机,吴捷先生和吴良定先生家族,个人,浙江日发精密机械股份有限公司,浙江省绍兴市新昌县七星街道日发数字科技园,浙江省,"5,479,410,732.8000",91330000726586776L
002430.SZ,杭氧股份,杭州市人民政府国有资产监督管理委员会,地方国资委,杭州制氧机集团股份有限公司,浙江省杭州市临安区青山湖街道相府路799号,浙江省,"26,567,159,282.3100",91330000725884202P
300401.SZ,花园生物,邵钦祥家族,个人,浙江花园生物高科股份有限公司,浙江省金华市东阳市南马镇花园村,浙江省,"7,383,501,263.8000",91330000725871364C
603055.SH,台华新材,"施清岛,施秀幼",个人;境外,浙江台华新材料股份有限公司,浙江省嘉兴市秀洲区王店镇工业园区,浙江省,"9,896,493,699.0600",9133000072527923XB
002019.SZ,亿帆医药,程先锋,个人,亿帆医药股份有限公司,浙江省临安市经济开发区,浙江省,"19,646,968,745.8400",91330000725254155R
002508.SZ,老板电器,任建华,个人,杭州老板电器股份有限公司,浙江省杭州市余杭区余杭经济开发区临平大道592号,浙江省,"26,525,222,197.5000",91330000725252053F
300068.SZ,南都电源,周庆治,境外,浙江南都电源动力股份有限公司,浙江省临安市青山湖街道景观大道72号,浙江省,"10,679,453,191.1200",91330000725238534Q
002203.SZ,海亮股份,冯海良,个人,浙江海亮股份有限公司,浙江省诸暨市店口镇工业区,浙江省,"21,575,097,287.7900",91330000724510604K
002095.SZ,生意宝,孙德良,个人,浙江网盛生意宝股份有限公司,浙江省杭州市莫干山路187号易盛大厦12F,浙江省,"3,591,151,200.0000",91330000724502487G
002637.SZ,赞宇科技,张惠琪,个人,赞宇科技集团股份有限公司,浙江省杭州市城头巷128号,浙江省,"8,269,649,580.0000",91330000723629902K
002006.SZ,精功科技,金良顺,个人,浙江精功科技股份有限公司,浙江省绍兴市柯桥区鉴湖路1809号,浙江省,"10,514,196,000.0000",91330000723629566F
002712.SZ,思美传媒,四川省人民政府国有资产监督管理委员会,地方国资委,思美传媒股份有限公司,浙江省杭州市南复路59号,浙江省,"2,836,268,141.4400",91330000723628803R
002003.SZ,伟星股份,"张三云,章卡鹏",个人,浙江伟星实业发展股份有限公司,浙江省临海市花园工业区,浙江省,"10,882,679,837.9200",91330000722765769J
002756.SZ,永兴材料,高兴江,个人,永兴特种材料科技股份有限公司,浙江省湖州市吴兴区杨家埠工业区,浙江省,"49,176,801,171.0000",91330000722762533U
002188.SZ,*ST巴士,楼永良,个人,巴士在线股份有限公司,浙江省嘉兴市嘉善县惠民街道东升路18号410室,浙江省,"1,869,321,494.2500",91330000721075424D
600077.SH,宋都股份,俞建午,个人,宋都基业投资股份有限公司,浙江省杭州市富春路789号宋都大厦506室,浙江省,"5,454,297,866.8200",91330000720962064E
002263.SZ,大东南,诸暨市人民政府国有资产监督管理委员会,地方国资委,浙江大东南股份有限公司,浙江省诸暨市城西工业区,浙江省,"6,123,453,926.0000",91330000720085639T
600526.SH,菲达环保,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江菲达环保科技股份有限公司,浙江省绍兴市诸暨市望云路88号,浙江省,"3,229,687,564.8000",91330000720084441G
300645.SZ,正元智慧,陈坚,个人,浙江正元智慧科技股份有限公司,浙江省杭州市余杭区舒心路359号正元智慧大厦A幢17层,浙江省,"3,149,178,464.4600",913300007200827022
688777.SH,中控技术,褚健,个人,浙江中控技术股份有限公司,浙江省杭州市滨江区六和路309号,浙江省,"39,249,017,000.0000",91330000720082446H
300250.SZ,初灵信息,洪爱金,个人,杭州初灵信息技术股份有限公司,浙江省杭州市滨江区西兴街道物联网街259号,浙江省,"3,676,031,262.4200",91330000720048184T
603225.SH,新凤鸣,庄耀中,个人,新凤鸣集团股份有限公司,浙江省嘉兴市桐乡市洲泉工业区德胜路888号,浙江省,"18,859,593,241.9800",913300007195926252
002244.SZ,滨江集团,戚金兴,个人,杭州滨江房产集团股份有限公司,浙江省杭州市庆春东路38号,浙江省,"19,944,355,334.9000",91330000719577660B
002372.SZ,伟星新材,"张三云,章卡鹏",个人,浙江伟星新型建材股份有限公司,浙江省临海市经济开发区,浙江省,"31,300,941,344.0800",91330000719525019T
002326.SZ,永太科技,"何人宝,王莺妹",个人,浙江永太科技股份有限公司,浙江省临海市化学原料药基地临海园区东海第五大道一号,浙江省,"27,024,538,874.8500",91330000719525000X
603611.SH,诺力股份,丁毅,个人,诺力智能装备股份有限公司,浙江省湖州市长兴县太湖街道长州路528号,浙江省,"4,285,643,133.3600",91330000717628655G
002064.SZ,华峰化学,尤小平,个人,华峰化学股份有限公司,浙江省温州市瑞安市瑞安经济开发区开发区大道1788号,浙江省,"40,774,969,144.8000",913300007176139983
605066.SH,天正电气,高天乐,个人,浙江天正电气股份有限公司,浙江省温州市乐清市柳市镇苏吕工业区,浙江省,"3,765,634,160.0000",91330000717612987P
002590.SZ,万安科技,"陈锋,陈黎明,陈黎慕,陈利祥,陈永汉,俞迪辉",个人,浙江万安科技股份有限公司,浙江省诸暨市店口镇工业区,浙江省,"3,664,502,514.6400",91330000716198796G
002758.SZ,浙农股份,浙江省供销合作社联合社,集体企业,浙农集团股份有限公司,浙江省绍兴市柯桥区轻纺城大道1605号,浙江省,"6,952,056,633.9300",91330000716184714D
300270.SZ,中威电子,,,杭州中威电子股份有限公司,浙江省杭州市滨江区西兴街道西兴路1819号15-20层,浙江省,"1,795,639,746.0400",913300007161542753
002344.SZ,海宁皮城,海宁市人民政府,地方政府,海宁中国皮革城股份有限公司,浙江省海宁市海州西路201号,浙江省,"5,630,688,454.4000",913300007154612490
600290.SH,ST华仪,杨一理,个人,华仪电气股份有限公司,浙江省乐清市经济开发区中心大道228号,浙江省,"2,097,333,690.3600",91330000713248305N
002199.SZ,东晶电子,,,浙江东晶电子股份有限公司,浙江省金华市宾虹西路555号,浙江省,"1,784,432,520.7900",9133000071257271X6
000925.SZ,众合科技,,,浙江众合科技股份有限公司,浙江省杭州市滨江区江汉路1785号双城国际4号楼17层,浙江省,"5,792,933,323.5600",91330000712562466B
002570.SZ,贝因美,谢宏,个人,贝因美股份有限公司,浙江省杭州市滨江区伟业路1号10幢,浙江省,"5,778,231,831.5500",91330000712560866K
002056.SZ,横店东磁,东阳市横店社团经济企业联合会,其他,横店集团东磁股份有限公司,浙江省东阳市横店工业区,浙江省,"22,464,893,741.9400",91330000712560751D
002001.SZ,新和成,胡柏藩,个人,浙江新和成股份有限公司,浙江省绍兴市新昌县七星街道新昌大道西路418号,浙江省,"93,002,698,993.2000",91330000712560575G
000909.SZ,数源科技,杭州市人民政府,地方政府,数源科技股份有限公司,浙江省杭州市西湖区教工路一号,浙江省,"3,258,489,348.0000",913300007125597931
600283.SH,钱江水利,水利部综合事业局,中央国家机关,钱江水利开发股份有限公司,浙江省杭州市三台山路3号,浙江省,"4,313,608,162.7600",9133000071255815X4
000913.SZ,钱江摩托,李书福,个人,浙江钱江摩托股份有限公司,浙江省温岭市经济开发区,浙江省,"5,424,290,560.0000",91330000712550473W
603165.SH,荣晟环保,"冯荣华,张云芳",个人,浙江荣晟环保纸业股份有限公司,浙江省平湖市经济开发区镇南东路588号,浙江省,"4,382,311,468.5000",91330000710987081Q
002725.SZ,跃岭股份,"林斌,林平,林申茂,林万青,林仙明,林信福",个人,浙江跃岭股份有限公司,浙江省温岭市泽国镇泽国大道888号,浙江省,"2,265,600,000.0000",913300007109732885
600330.SH,天通股份,潘建清,个人,天通控股股份有限公司,浙江省嘉兴市海宁市盐官镇建设路1号,浙江省,"11,719,612,984.8000",91330000710969078C
002206.SZ,海利得,高利民,个人,浙江海利得新材料股份有限公司,浙江省海宁市马桥镇经编产业园区内,浙江省,"7,717,310,749.9500",91330000710969000C
600235.SH,民丰特纸,嘉兴市人民政府国有资产监督管理委员会,地方国资委,民丰特种纸股份有限公司,浙江省嘉兴市甪里街70号,浙江省,"2,048,079,000.0000",91330000710959275N
002061.SZ,浙江交科,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江交通科技股份有限公司,浙江省江山市景星东路38号,浙江省,"9,251,640,790.1000",913300007109591285
600113.SH,浙江东日,温州市人民政府国有资产监督管理委员会,地方国资委,浙江东日股份有限公司,浙江省温州市鹿城区市府路168号合众大厦1101-1室,浙江省,"3,497,164,860.0000",9133000071095874X3
600176.SH,中国巨石,国务院国有资产监督管理委员会,国资委,中国巨石股份有限公司,浙江省嘉兴市桐乡市梧桐街道文华南路669号,浙江省,"62,288,807,487.6800",91330000710924531U
002332.SZ,仙琚制药,仙居县国有资产投资集团有限公司,地方国有企业,浙江仙琚制药股份有限公司,浙江省台州市仙居县仙药路1号,浙江省,"10,584,492,066.2000",913300007047892221
002012.SZ,凯恩股份,解直锟,个人,浙江凯恩特种材料股份有限公司,浙江省丽水市遂昌县凯恩路1008号,浙江省,"2,571,940,085.0000",913300007047850454
002793.SZ,罗欣药业,"刘保起,刘振腾",个人,罗欣药业集团股份有限公司,浙江省台州市温岭市大溪镇大石一级公路南侧,浙江省,"12,748,733,411.0500",913300007047295374
002942.SZ,新农股份,"泮玉燕,徐群辉,徐月星",个人,浙江新农化工股份有限公司,浙江省台州市仙居县杨府三里溪,浙江省,"2,808,000,000.0000",91330000704721033H
603520.SH,司太立,"胡健,胡锦生",个人,浙江司太立制药股份有限公司,浙江省台州市仙居县现代工业集聚区司太立大道1号,浙江省,"13,632,738,702.4400",91330000704720655L
603085.SH,天成自控,"陈邦锐,许筱荷",个人,浙江天成自控股份有限公司,浙江省台州市天台县西工业区,浙江省,"2,461,999,136.1000",91330000704715960K
300351.SZ,永贵电器,"范纪军,范永贵,范正军,娄爱芹,卢素珍,汪敏华",个人,浙江永贵电器股份有限公司,浙江省台州市天台县白鹤镇东园路5号(西工业区),浙江省,"4,101,131,451.3300",91330000704713738F
002126.SZ,银轮股份,徐小敏,个人,浙江银轮机械股份有限公司,浙江省台州市天台县福溪街道始丰东路8号,浙江省,"8,071,629,126.3000",9133000070471161XA
002032.SZ,苏泊尔,SEB S.A.,境外,浙江苏泊尔股份有限公司,浙江省玉环市大麦屿经济开发区,浙江省,"37,385,205,945.4800",913300007046976861
002686.SZ,亿利达,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江亿利达风机股份有限公司,浙江省台州市路桥区横街镇亿利达路,浙江省,"3,102,990,448.8400",91330000704690900L
600512.SH,腾达建设,叶林富及一致行动人,个人,腾达建设集团股份有限公司,浙江省台州市路桥区路桥大道东1号,浙江省,"5,883,962,421.7600",9133000070469053XT
603456.SH,九洲药业,"花莉蓉,花晓慧,花轩德",个人,浙江九洲药业股份有限公司,浙江省台州市椒江区外沙路99号,浙江省,"44,027,260,314.4000",91330000704676703E
600267.SH,海正药业,台州市椒江区人民政府,地方政府,浙江海正药业股份有限公司,浙江省台州市椒江区外沙路46号,浙江省,"17,964,394,061.2400",91330000704676287N
002779.SZ,中坚科技,"吴明根,赵爱娱",个人,浙江中坚科技股份有限公司,浙江省永康市经济开发区名园南大道10号,浙江省,"3,775,200,000.0000",9133000070459138X9
002619.SZ,*ST艾格,王双义,个人,艾格拉斯股份有限公司,浙江省金华市婺城新区临江工业园区(白龙桥镇湖家),浙江省,"1,512,814,909.4200",91330000704541761G
002011.SZ,盾安环境,姚新义,个人,浙江盾安人工环境股份有限公司,浙江省诸暨市店口工业区,浙江省,"9,373,908,479.6000",91330000704512063Y
002020.SZ,京新药业,吕钢,个人,浙江京新药业股份有限公司,浙江省绍兴市新昌县羽林街道新昌大道东路800号,浙江省,"7,722,370,541.1400",91330000704503984N
002624.SZ,完美世界,池宇峰,个人,完美世界股份有限公司,浙江省湖州市德清县钟管镇龙山路117号,浙江省,"23,531,816,740.5200",913300007044605152
301201.SZ,诚达药业,"葛建利,卢刚,卢瑾",个人,诚达药业股份有限公司,浙江省嘉兴市嘉善县惠民街道黄河路36号,浙江省,"13,794,671,332.4000",913300007044199935
601865.SH,福莱特,阮洪良,个人,福莱特玻璃集团股份有限公司,浙江省嘉兴市秀洲区运河路1999号,浙江省,"84,013,185,005.5400",913300007044053729
605088.SH,冠盛股份,"Richard Zhou(周隆盛),ZHANG Mengli(章孟丽),周家儒",个人;境外,温州市冠盛汽车零部件集团股份有限公司,浙江省温州市瓯海区瓯海高新技术产业园区高翔路1号,浙江省,"2,180,467,250.0000",91330000704345955Y
002276.SZ,万马股份,青岛西海岸新区国有资产管理局,地方国资委,浙江万马股份有限公司,浙江省杭州市临安区青山湖街道鹤亭街896号,浙江省,"7,393,392,159.7200",913300007043088475
600987.SH,航民股份,杭州萧山航民村资产经营中心,集体企业,浙江航民股份有限公司,浙江省杭州市萧山区瓜沥镇航民村,浙江省,"5,916,110,176.1700",91330000704277796X
601177.SH,杭齿前进,杭州市萧山区财政局,地方政府,杭州前进齿轮箱集团股份有限公司,浙江省杭州市萧山区萧金路45号,浙江省,"3,152,472,800.0000",91330000704277673W
003036.SZ,泰坦股份,"陈其新,陈宥融",个人,浙江泰坦股份有限公司,浙江省绍兴市新昌县七星街道泰坦大道99号,浙江省,"2,384,640,000.0000",91330000704207173A
002034.SZ,旺能环境,单建明,个人,旺能环境股份有限公司,浙江省湖州市吴兴区天字圩路288号,浙江省,"8,400,805,446.3600",91330000704206605E
600052.SH,东望时代,东阳市人民政府国有资产监督管理办公室,地方国资委,浙江东望时代科技股份有限公司,浙江省金华市东阳市吴宁街道办事处振兴路1号西侧,浙江省,"3,731,340,755.2200",91330000704206103U
600160.SH,巨化股份,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江巨化股份有限公司,浙江省衢州市柯城区,浙江省,"34,934,714,288.1400",91330000704204554C
301218.SZ,华是科技,"叶建标,俞永方,章忠灿",个人,浙江华是科技股份有限公司,浙江省杭州市余杭区闲林街道嘉企路16号3幢1楼,浙江省,"4,287,904,018.8000",913300007042039575
600491.SH,龙元建设,赖振元,个人,龙元建设集团股份有限公司,浙江省宁波市象山县丹城新丰路165号,浙江省,"9,423,309,002.8000",91330000704203949A
600668.SH,尖峰集团,金华市人民政府国有资产监督管理委员会,地方国资委,浙江尖峰集团股份有限公司,浙江省金华市婺江东路88号,浙江省,"7,704,036,908.9200",91330000704202954L
600352.SH,浙江龙盛,"阮水龙,阮伟祥",个人,浙江龙盛集团股份有限公司,浙江省绍兴市杭州湾上虞经济技术开发区东一区至远路二号,浙江省,"35,851,717,097.2000",91330000704202137E
600126.SH,杭钢股份,浙江省人民政府国有资产监督管理委员会,地方国资委,杭州钢铁股份有限公司,浙江省杭州市拱墅区半山路178号,浙江省,"19,351,293,445.5900",913300007042008605
300033.SZ,同花顺,易峥,个人,浙江核新同花顺网络信息股份有限公司,浙江省杭州市余杭区五常街道同顺街18号,浙江省,"51,077,376,000.0000",9133000070337747XE
300945.SZ,曼卡龙,孙松鹤,个人,曼卡龙珠宝股份有限公司,浙江省杭州市萧山区萧山经济技术开发区启迪路198号A-B102-473室,浙江省,"3,714,840,000.0000",9133000069826762XG
300349.SZ,金卡智能,"施正余,杨斌",个人,金卡智能集团股份有限公司,浙江省温州市乐清经济开发区纬十七路291号,浙江省,"4,869,766,588.7500",91330000691292005R
300412.SZ,迦南科技,方亨志,个人,浙江迦南科技股份有限公司,浙江省温州市永嘉县瓯北镇东瓯工业园区,浙江省,"5,296,716,217.9800",91330000683124669E
603300.SH,华铁应急,胡丹锋,个人,浙江华铁应急设备科技股份有限公司,浙江省杭州市胜康街68号华铁创业大楼1幢10层,浙江省,"9,677,950,378.6500",91330000682900435M
002718.SZ,友邦吊顶,"骆莲琴,时沈祥",个人,浙江友邦集成吊顶股份有限公司,浙江省嘉兴市海盐县百步工业区北A区,浙江省,"1,607,606,948.6700",913300006702752064
002632.SZ,道明光学,"胡智彪,胡智雄",个人,道明光学股份有限公司,浙江省永康市象珠镇象珠工业区3号迎宾大道1号,浙江省,"3,860,022,376.2000",9133000066917394XU
600173.SH,卧龙地产,陈建成与陈嫣妮,个人,卧龙地产集团股份有限公司,浙江省绍兴市上虞区经济开发区,浙江省,"3,754,713,467.8400",91330000668325921R
603116.SH,红蜻蜓,钱金波,个人,浙江红蜻蜓鞋业股份有限公司,浙江省温州市永嘉县瓯北街道双塔路2357号,浙江省,"3,249,772,512.0000",91330000667124503L
300459.SZ,汤姆猫,朱志刚,个人,浙江金科汤姆猫文化产业股份有限公司,浙江省绍兴市上虞区曹娥街道e游小镇门户客厅2号楼4层401,浙江省,"14,871,880,271.9700",913300006628918505
603996.SH,*ST中新,"陈德松,江珍慧",个人,中新科技集团股份有限公司,浙江省台州市椒江区工人西路618-2号,浙江省,"426,213,000.0000",91330000661749430N
603222.SH,济民医疗,"别涌,李慧慧,李丽莎,李仙玉,田云飞,张雪琴",个人,济民健康管理股份有限公司,浙江省台州市黄岩区北院路888号,浙江省,"6,017,529,644.8800",91330000610008739T
002403.SZ,爱仕达,"陈合林,陈灵巧,陈文君,林菊香",个人,爱仕达股份有限公司,浙江省台州市温岭市东部新区第四街1号,浙江省,"2,473,036,083.5400",91330000610004375Y
002641.SZ,公元股份,"卢彩芬,张建均",个人,公元股份有限公司,浙江省台州市黄岩经济开发区埭西路2号,浙江省,"6,262,230,100.6200",91330000610003372E
002634.SZ,棒杰股份,陶建伟,个人,浙江棒杰控股集团股份有限公司,浙江省义乌市苏溪镇镇南小区,浙江省,"2,457,535,944.5500",91330000609786138W
600070.SH,浙江富润,赵林中等17名自然人,个人,浙江富润数字科技股份有限公司,浙江省绍兴市诸暨市浣东街道东祥路19号富润屋,浙江省,"3,314,357,849.3000",91330000609700859G
603311.SH,金海高科,"丁宏广,丁梅英",个人,浙江金海高科股份有限公司,浙江省诸暨市应店街镇工业区,浙江省,"2,740,500,000.0000",91330000609700795J
002050.SZ,三花智控,"张道才,张少波,张亚波",个人,浙江三花智能控制股份有限公司,浙江省绍兴市新昌县七星街道下礼泉,浙江省,"59,542,946,355.0400",913300006096907427
000967.SZ,盈峰环境,何剑锋,个人,盈峰环境科技集团股份有限公司,浙江省绍兴市上虞区东关街道人民西路1818号,浙江省,"16,882,994,997.8100",913300006096799222
300943.SZ,春晖智控,杨广宇,个人,浙江春晖智能控制股份有限公司,浙江省绍兴市上虞区经济开发区,浙江省,"3,532,880,000.0000",91330000609671736A
601579.SH,会稽山,金良顺,个人,会稽山绍兴酒股份有限公司,浙江省绍兴市柯桥区湖塘街道杨绍路2579号,浙江省,"4,923,864,000.0000",91330000609661933L
002043.SZ,兔宝宝,丁鸿敏,个人,德华兔宝宝装饰新材股份有限公司,浙江省湖州市洛舍镇工业区,浙江省,"8,331,234,399.1800",913300006095805007
601002.SH,晋亿实业,"蔡晋彰,蔡林玉华,蔡雯婷,蔡永龙",境外,晋亿实业股份有限公司,浙江省嘉兴市嘉善经济开发区晋亿大道8号,浙江省,"5,170,529,980.0000",913300006094582496
300032.SZ,金龙机电,,,金龙机电股份有限公司,浙江省温州市乐清市北白象镇进港大道边金龙科技园,浙江省,"4,955,556,481.3600",913300006093165660
002010.SZ,传化智联,"徐传化,徐观宝,徐冠巨",个人,传化智联股份有限公司,浙江省杭州市萧山经济技术开发区,浙江省,"21,070,193,119.7800",91330000609301348W
300266.SZ,兴源环境,刘永好,个人,兴源环境科技股份有限公司,浙江省杭州市余杭区余杭经济技术开发区望梅路1588号,浙江省,"6,409,301,841.1200",91330000609124409H
300020.SZ,银江技术,"刘健,王辉",个人,银江技术股份有限公司,浙江省杭州市西湖区益乐路223号1幢1层,浙江省,"6,734,953,913.2200",91330000609121494M
603618.SH,杭电股份,孙庆炎,个人,杭州电缆股份有限公司,浙江省杭州市经济技术开发区6号大街68-1号,浙江省,"4,353,609,336.3000",91330000609120811K
688789.SH,宏华数科,金小团,个人,杭州宏华数码科技股份有限公司,浙江省杭州市滨江区滨盛路3911号,浙江省,"14,007,560,000.0000",91330000609120459R
000411.SZ,英特集团,浙江省人民政府国有资产监督管理委员会,地方国资委,浙江英特集团股份有限公司,浙江省杭州市下城区东新路江南巷2号3幢,浙江省,"3,531,852,154.5000",91330000609120272T
600576.SH,祥源文化,俞发祥,个人,浙江祥源文化股份有限公司,浙江省杭州市拱墅区密渡桥路1号白马大厦12楼,浙江省,"4,069,473,827.1300",91330000607911599B
000739.SZ,普洛药业,东阳市横店社团经济企业联合会,其他,普洛药业股份有限公司,浙江省东阳市横店江南路399号,浙江省,"41,248,322,220.0000",913300002646284831
300283.SZ,温州宏丰,"陈晓,林萍",个人,温州宏丰电工合金股份有限公司,浙江省乐清市北白象镇大桥工业区塘下片区,浙江省,"2,932,841,893.3000",91330000256018570F
002493.SZ,荣盛石化,李水荣,个人,荣盛石化股份有限公司,浙江省杭州市萧山区益农镇红阳路98号,浙江省,"147,630,154,500.0000",91330000255693873W
002532.SZ,天山铝业,"曾超林,曾超懿",个人,天山铝业集团股份有限公司,浙江省温岭市大溪镇大洋城工业区,浙江省,"36,749,894,778.5000",91330000255498648W
603010.SH,万盛股份,"高峰,高强,高献国,高远夏,郑国富",个人,浙江万盛股份有限公司,浙江省台州市临海市城关两水开发区,浙江省,"9,705,453,080.0000",913300002552164796
002615.SZ,哈尔斯,吕强,个人,浙江哈尔斯真空器皿股份有限公司,浙江省永康市经济开发区哈尔斯路1号,浙江省,"2,219,680,091.2000",91330000255072786B
002515.SZ,金字火腿,任贵龙,个人,金字火腿股份有限公司,浙江省金华市工业园区金帆街1000号,浙江省,"4,862,217,001.6000",91330000254983027G
300488.SZ,恒锋工具,"陈尔容,陈子彦,陈子怡",个人,恒锋工具股份有限公司,浙江省嘉兴市海盐县武原街道海兴东路68号,浙江省,"4,276,182,242.6100",91330000254847375U
002488.SZ,金固股份,"孙锋峰,孙金国,孙利群",个人,浙江金固股份有限公司,浙江省杭州市富阳区富春街道公园西路1181号,浙江省,"6,973,327,154.1600",9133000025403311XB
300451.SZ,创业慧康,葛航,个人,创业慧康科技股份有限公司,浙江省杭州市滨江区长河街道越达巷92号创业智慧大厦五楼,浙江省,"12,336,310,028.3200",9133000025393934X6
600460.SH,士兰微,"陈国华,陈向东,范伟宏,江忠永,罗华兵,宋卫权,郑少波",个人,杭州士兰微电子股份有限公司,浙江省杭州市黄姑山路4号,浙江省,"80,248,791,456.1500",91330000253933976Q
600570.SH,恒生电子,马云,个人,恒生电子股份有限公司,浙江省杭州市滨江区江南大道3588号恒生大厦,浙江省,"66,325,614,582.4000",913300002539329145
600671.SH,ST目药,,,杭州天目山药业股份有限公司,浙江省杭州市临安区锦南街道上杨路18号,浙江省,"1,144,721,519.0000",91330000253930812T
600926.SH,杭州银行,杭州市财政局,地方政府,杭州银行股份有限公司,浙江省杭州市庆春路46号,浙江省,"81,541,104,480.0000",91330000253924826D
600571.SH,信雅达,郭华强,个人,信雅达科技股份有限公司,浙江省杭州市滨江区江南大道3888号信雅达科技大厦,浙江省,"5,910,297,983.3100",91330000253917765N
002364.SZ,中恒电气,朱国锭,个人,杭州中恒电气股份有限公司,浙江省杭州市高新区之江科技工业园东信大道69号,浙江省,"5,477,851,411.2000",913300002539163407
000558.SZ,莱茵体育,成都市人民政府国有资产监督管理委员会,地方国资委,莱茵达体育发展股份有限公司,浙江省杭州市文三路535号莱茵达大厦,浙江省,"3,983,702,002.4100",913300002434900169
000607.SZ,华媒控股,杭州日报社,地方国有企业,浙江华媒控股股份有限公司,浙江省杭州市下城区体育场路218号,浙江省,"5,393,801,573.0000",91330000202823494D
000156.SZ,华数传媒,杭州市财政局,地方政府,华数传媒控股股份有限公司,浙江省杭州市滨江区长江路179号B座9楼,浙江省,"15,027,282,104.6200",91330000189080365C
002196.SZ,方正电机,,,浙江方正电机股份有限公司,浙江省丽水市莲都区水阁工业区石牛路73号,浙江省,"5,403,994,142.6000",91330000148868586D
600232.SH,金鹰股份,傅国定,个人,浙江金鹰股份有限公司,浙江省舟山市定海区小沙镇,浙江省,"2,060,659,773.6000",9133000014871793XM
002021.SZ,ST中捷,,,中捷资源投资股份有限公司,浙江省台州市玉环县大麦屿街道兴港东路198号,浙江省,"1,176,163,718.4000",91330000148358471J
002664.SZ,长鹰信质,尹兴满,个人,长鹰信质科技股份有限公司,浙江省台州市椒江区前所信质路28号,浙江省,"5,815,872,000.0000",91330000148247018R
002099.SZ,海翔药业,王云富,个人,浙江海翔药业股份有限公司,浙江省台州市椒江区外沙支路100号,浙江省,"11,525,252,601.3600",913300001482332737
002250.SZ,联化科技,牟金香,个人,联化科技股份有限公司,浙江省台州市黄岩区江口经济开发区永椒路8号,浙江省,"13,479,395,337.6000",9133000014813673X3
